City,StateID,lat,lng,density,id
Millington,MI,43.2784,-83.5273,310.9,1840010974
Friendsville,TN,35.7563,-84.1319,149.2,1840013405
West Middlesex,PA,41.1742,-80.4557,501,1840003445
Browns Point,WA,47.3036,-122.4369,1042.2,1840037624
Lakeport,TX,32.405,-94.7102,266.6,1840020748
Bay Head,NJ,40.0701,-74.0482,722.7,1840003756
Von Ormy,TX,29.2803,-98.6556,223.8,1840023093
Yoe,PA,39.9096,-76.6365,1406.5,1840001471
Pickens,MS,32.8913,-89.9696,331.5,1840016883
Hettinger,ND,46.0034,-102.635,510.4,1840000243
Sodus Point,NY,43.264,-76.9954,288.7,1840004296
Faith,NC,35.5901,-80.4581,403.8,1840016267
Papaikou,HI,19.7917,-155.0963,291.1,1840029542
Greensburg,LA,30.83,-90.6698,168,1840017157
Chilton,TX,31.2848,-97.0607,107,1840025968
Hays,MT,48.0104,-108.6607,15.6,1840017306
Twisp,WA,48.3619,-120.1171,361.5,1840022271
New Market,AL,34.8892,-86.4226,24.1,1840013548
Ridgeway,VA,36.5781,-79.8583,442.4,1840006560
Cookson,OK,35.7155,-94.9199,32.8,1840096677
Anton,TX,33.8113,-102.1622,540.4,1840019338
Hazelton,ID,42.5953,-114.1366,1015.4,1840020086
Clarkton,MO,36.4521,-89.968,374,1840007662
Hustisford,WI,43.3441,-88.6031,378.8,1840002732
Mathews,VA,37.4365,-76.3245,212.9,1840026849
Oil City,LA,32.7454,-93.9758,224.2,1840016933
Lovington,IL,39.7151,-88.6337,775.9,1840012563
Dibble,OK,35.0151,-97.6273,56.5,1840021808
Ridgway,CO,38.1573,-107.7545,228.3,1840021512
Cripple Creek,CO,38.7467,-105.1851,277.4,1840018823
Rupert,WV,37.9649,-80.687,549.9,1840006291
Neffs,OH,40.032,-80.8171,105.9,1840005523
Lindsay,TX,33.6418,-97.2186,258.5,1840021961
Clermont,GA,34.4783,-83.772,142.9,1840016648
Elliston,VA,37.2164,-80.2245,386.2,1840024789
Elk Mound,WI,44.8744,-91.6862,185.2,1840002143
Swede Heaven,WA,48.2829,-121.7136,58.7,1840037821
Luckey,OH,41.4525,-83.4839,611.2,1840011557
Keuka Park,NY,42.613,-77.0922,506.4,1840026189
Lakeside City,TX,33.8292,-98.5403,663.6,1840021978
West Brownsville,PA,40.0314,-79.8913,324.3,1840003669
Harleigh,PA,40.9862,-75.9703,735.9,1840035004
Nashwauk,MN,47.3805,-93.1666,27.8,1840007716
Tye,TX,32.4522,-99.8665,87.7,1840022093
Waynesburg,OH,40.6682,-81.2598,853.8,1840011919
Harbor Springs,MI,45.4326,-84.989,323.3,1840003942
Tenaha,TX,31.944,-94.2457,112.5,1840023114
Riverside,IA,41.4893,-91.5567,227.9,1840009280
Mount Gilead,NC,35.2163,-80.005,120.6,1840016359
Marueno,PR,18.0585,-66.6569,844.1,1630035466
Johnstonville,CA,40.3791,-120.584,49,1840024202
La Pryor,TX,28.9487,-99.8483,157.7,1840018283
Apple Creek,OH,40.7486,-81.8333,716.9,1840010349
Sperry,OK,36.2976,-95.9963,237.2,1840022678
Gholson,TX,31.7123,-97.236,48.7,1840020807
Greenville,GA,33.0322,-84.7163,179.2,1840013782
East Bangor,PA,40.8811,-75.1861,505.5,1840000969
Coosada,AL,32.4984,-86.3279,60.9,1840016963
Hamburg,IA,40.6063,-95.6546,374,1840001000
Waukomis,OK,36.2842,-97.9005,141.1,1840022659
Columbus,NC,35.2656,-82.1976,111.7,1840016404
Seabrook,SC,32.5227,-80.7479,76.3,1840106446
Gainesboro,TN,36.3617,-85.6496,269.4,1840016060
Hopedale,OH,40.3263,-80.8955,357.7,1840012215
Kellyville,OK,35.9528,-96.2003,217.4,1840021693
Six Mile,SC,34.8082,-82.8154,205.8,1840017888
North Edwards,CA,35.0474,-117.8093,32.9,1840019136
Jeffersonville,OH,39.6522,-83.555,250.6,1840012573
Wolcott,IN,40.7589,-87.042,706.7,1840010360
Geneva-on-the-Lake,OH,41.8561,-80.9491,190.8,1840011416
Poipu,HI,21.8834,-159.46,161.7,1840029543
Parcelas Viejas Borinquen,PR,18.1739,-66.0406,843.3,1630025220
Gerber,CA,40.0614,-122.1482,451.4,1840026519
Vernon Valley,NJ,41.2396,-74.4833,157,1840033487
Church Hill,MD,39.1452,-75.9808,582.7,1840005900
South Lebanon,OR,44.5055,-122.8959,355.7,1840018604
Tioga,TX,33.4728,-96.9186,211.8,1840022935
Lewisburg,KY,36.9872,-86.9502,360.2,1840014402
Oglethorpe,GA,32.2934,-84.0625,208.6,1840014899
Friars Point,MS,34.3679,-90.6379,380.1,1840016643
Wallace,ID,47.4736,-115.9227,460.3,1840021090
Rossville,KS,39.1358,-95.9496,755.2,1840009686
Morristown,IN,39.6738,-85.7052,167.4,1840009562
Jolivue,VA,38.1148,-79.0668,222.8,1840006244
Deville,LA,31.3398,-92.1389,31.8,1840013103
Hotchkiss,CO,38.799,-107.7133,451.4,1840021466
Somis,CA,34.2652,-118.9984,124.7,1840028277
Cairo,NE,41.0046,-98.6007,438.5,1840010330
Broxton,GA,31.6248,-82.8877,128.7,1840013858
Tyrone,OK,36.9555,-101.068,989.4,1840022637
Gilcrest,CO,40.2841,-104.782,515.2,1840021366
Lawtey,FL,30.0484,-82.0725,276.1,1840015051
Gayle Mill,SC,34.7023,-81.2391,637.6,1840035845
Inglenook,CT,41.5229,-73.4736,945.7,1840152372
Churchill,MT,45.75,-111.3102,117.5,1840026102
Alamo,NM,34.4184,-107.5125,10.7,1840017932
Neah Bay,WA,48.3612,-124.6115,178,1840023937
Burnside,KY,37.0042,-84.6489,109.4,1840013254
Renovo,PA,41.3313,-77.7477,397,1840003453
Macon,IL,39.7117,-88.9965,287.5,1840009485
Hebron,PA,40.3389,-76.3997,1273.1,1840035011
Waldo,FL,29.7925,-82.1663,191.8,1840015943
Schoeneck,PA,40.2453,-76.1766,135,1840024345
Quinhagak,AK,59.7511,-161.8992,101.6,1840023366
St. Leon,IN,39.2935,-84.9641,61,1840010677
Avonmore,PA,40.5272,-79.4693,283.3,1840003626
University of California-Merced,CA,37.3666,-120.4192,638.5,1840076405
Clay,KY,37.4763,-87.8202,483.4,1840014359
Metcalfe,MS,33.4505,-91.0018,415.5,1840016858
Solomon,KS,38.9215,-97.3692,483.8,1840009704
Wayne,OH,41.301,-83.4717,815.4,1840011564
Sturgeon,MO,39.2344,-92.2824,478.3,1840009632
Rimersburg,PA,41.0409,-79.5024,856.8,1840003460
Forest View,IL,41.8072,-87.7798,356.2,1840011277
Saylorsburg,PA,40.8998,-75.3179,344.9,1840026363
Ellport,PA,40.8619,-80.2625,969.8,1840003569
Haliimaile,HI,20.8671,-156.3381,120.6,1840029475
Langley,WA,48.0337,-122.4084,412.2,1840019780
Percy,IL,38.0153,-89.6188,423.9,1840012939
Newhall,IA,41.9933,-91.9672,545.5,1840008094
Hildale,UT,37.017,-112.9787,74.1,1840020315
Blue Rapids,KS,39.6791,-96.6593,209.3,1840007294
Oreana,IL,39.9379,-88.8684,888.2,1840012431
Enchanted Hills,IN,41.402,-85.6667,375.9,1840054654
Wallenpaupack Lake Estates,PA,41.3957,-75.2731,240.2,1840035451
Shady Point,OK,35.1276,-94.6686,162.1,1840022773
Geronimo,TX,29.6728,-97.9686,51.1,1840018262
Underwood,IN,38.6037,-85.7744,161.3,1840030035
Rhodhiss,NC,35.7684,-81.4312,349.1,1840017754
Lambert,MS,34.2006,-90.2845,490,1840016644
Wye,MT,46.9523,-114.1331,141.9,1840032843
Chisholm,ME,44.4916,-70.1923,189.7,1840002061
Riverside,ID,43.1965,-112.4356,193.3,1840024025
Blue Ridge,AZ,34.6407,-111.1073,21.7,1840142806
Pamplico,SC,33.9957,-79.5698,255.8,1840016708
West Point,KY,37.9851,-85.9556,155.5,1840015219
Ransom Canyon,TX,33.5303,-101.6838,524.8,1840021984
Craig,AK,55.4918,-133.1165,61.9,1840023520
Occoquan,VA,38.6825,-77.2606,2885.4,1840006108
East Brady,PA,40.9836,-79.6131,511.6,1840000740
Funny River,AK,60.4876,-150.7812,15.5,1840023653
Galva,KS,38.3836,-97.5381,829.2,1840008634
Helena Flats,MT,48.2863,-114.2369,49,1840039682
Paisley,FL,28.985,-81.5404,131.9,1840014051
Squirrel Mountain Valley,CA,35.6175,-118.4047,229.6,1840019131
Mountainair,NM,34.5212,-106.2392,261.6,1840022806
Babson Park,FL,27.8342,-81.5281,271.4,1840014124
Alcorn State University,MS,31.8804,-91.1407,173.8,1840042492
Treynor,IA,41.232,-95.6063,641.3,1840010263
Stem,NC,36.1963,-78.72,273.7,1840016051
Tahoma,CA,39.064,-120.1434,159.4,1840026694
Osceola,MO,38.0458,-93.6972,406.5,1840009843
Lonaconing,MD,39.566,-78.979,989,1840005624
Union Hall,VA,37.0206,-79.6837,28.5,1840006476
Villisca,IA,40.9298,-94.981,231.7,1840010318
Newport,OH,39.3966,-81.2247,255.5,1840140501
Hart,TX,34.3857,-102.115,559.6,1840020521
Hillsdale,MO,38.6858,-90.2869,2311.5,1840012818
Livingston Wheeler,NM,32.3944,-104.1981,250,1840040137
Weleetka,OK,35.3401,-96.136,626.3,1840022744
Dawson,TX,31.8941,-96.7151,231.4,1840022116
Lakewood Park,TN,35.6481,-86.1357,72,1840040577
Bonnie Brae,IL,41.5999,-88.0343,2163.6,1840148193
Greene,RI,41.6988,-71.7339,68,1840026257
Spring Glen,UT,39.6561,-110.8461,121.2,1840024372
Chester Gap,VA,38.8534,-78.1325,198.3,1840026718
Rankin,TX,31.2253,-101.9395,391.1,1840020830
Garrett,TX,32.3681,-96.6543,229.9,1840022085
Foster Brook,PA,41.9792,-78.6063,131,1840026236
Rutledge,GA,33.6263,-83.6112,125.6,1840014800
Dexter,OR,43.9188,-122.822,224.1,1840034681
Greenup,KY,38.5578,-82.8191,237.9,1840013183
White Haven,PA,41.0566,-75.7802,343.7,1840000776
Bogata,TX,33.4699,-95.2136,291.5,1840019316
Brilliant,OH,40.2701,-80.6318,236.1,1840005424
Tatamy,PA,40.7409,-75.256,742.6,1840000981
Royalton,IL,37.8773,-89.1142,369.5,1840012954
Orange Grove,TX,27.9562,-97.9386,380.7,1840021008
Atkinson,IL,41.4168,-90.0087,216.1,1840010242
Plains,TX,33.1883,-102.8214,274.7,1840023003
Hewlett Harbor,NY,40.6327,-73.6843,567.9,1840005295
Crowley Lake,CA,37.5689,-118.7463,142.6,1840075708
Young Harris,GA,34.9348,-83.8472,434.8,1840015523
Anacoco,LA,31.2545,-93.344,133.5,1840018185
Obion,TN,36.2647,-89.1948,319.1,1840016069
Hideout,UT,40.6437,-111.4014,99.9,1840022416
Rincon,PR,18.15,-66.1569,725.5,1630153166
Andalusia,IL,41.4372,-90.7165,350.1,1840010192
Bannockburn,IL,42.1932,-87.8695,202.8,1840011148
Apache,OK,34.8937,-98.3584,191.7,1840021763
Collinsburg,PA,40.2196,-79.7849,231.4,1840026439
Lasara,TX,26.4635,-97.9087,284.6,1840018323
Wildwood,TN,35.7999,-83.8685,165.2,1840025791
Bethany Beach,DE,38.5391,-75.066,357.8,1840006072
Pueblito del Rio,PR,18.228,-65.8615,1758.2,1630035488
McGaheysville,VA,38.3724,-78.7327,481.3,1840116639
Auburn,NJ,39.6969,-75.3561,96.6,1840033219
Chatmoss,VA,36.6758,-79.7981,76.7,1840006552
Moenkopi,AZ,36.1125,-111.2212,273.3,1840018967
Lamont,MI,43.0125,-85.9061,148.4,1840070937
Winfield,IA,41.1259,-91.4381,394.3,1840010315
Keys,OK,35.8022,-94.9606,42.1,1840034457
Montgomery,IN,38.6655,-87.0493,253.9,1840009737
Algodones,NM,35.3804,-106.4731,56.2,1840017742
Minier,IL,40.4336,-89.3139,713.8,1840011990
Womens Bay,AK,57.696,-152.6276,9.3,1840023689
Dasher,GA,30.7462,-83.2253,89.3,1840017144
Janesville,IA,42.6462,-92.4626,290.3,1840008041
Knox,PA,41.2346,-79.536,730,1840003458
Lincoln Center,KS,39.043,-98.1468,327.7,1840073795
Silver Ridge,NJ,39.9621,-74.2358,881.9,1840033466
Tunica,MS,34.6881,-90.3809,617.8,1840016549
Solana,FL,26.9388,-82.0277,267.9,1840014199
Jamestown,IN,39.9286,-86.626,458,1840010510
Akron,IN,41.0388,-86.0249,893.7,1840010309
Leroy,AL,31.4952,-87.969,34.4,1840025960
Beach Haven,NJ,39.566,-74.2492,418.3,1840001482
Racine,OH,38.9683,-81.9109,729.7,1840012747
Chokoloskee,FL,25.8143,-81.3603,925.1,1840014231
Occidental,CA,38.4004,-122.9349,82.5,1840018837
Waelder,TX,29.6943,-97.2972,320.3,1840022219
Millers Falls,MA,42.5792,-72.4925,448.9,1840003122
Homer,IL,40.0329,-87.9578,417.7,1840012223
Fordoche,LA,30.594,-91.6179,168.2,1840017146
Ivey,GA,32.9092,-83.2983,158,1840014866
Arenas Valley,NM,32.7765,-108.203,100.6,1840025065
Hydesville,CA,40.5579,-124.0822,54.6,1840017486
Lyles,TN,35.9195,-87.345,156.3,1840024919
Mariposa,CA,37.4912,-119.9722,101.4,1840017622
Fort Loudon,PA,39.9219,-77.9073,96,1840026529
Dunbar,SC,33.5341,-79.3533,402,1840106845
Chocowinity,NC,35.5148,-77.1017,410.3,1840016302
Garden Plain,KS,37.6627,-97.6793,362.7,1840008704
Daisetta,TX,30.1135,-94.6426,276.2,1840019598
Goodwell,OK,36.5948,-101.6224,186.1,1840021625
Deckerville,MI,43.5265,-82.742,327.9,1840010977
Lake Bosworth,WA,48.0553,-121.9811,103.4,1840037850
Lucama,NC,35.6449,-78.0076,672,1840016260
Las Quintas Fronterizas,TX,28.6897,-100.4679,777.6,1840037135
Amador Pines,CA,38.4896,-120.5333,84.2,1840151414
Bear Rocks,PA,40.1289,-79.4649,126,1840026567
Puget Island,WA,46.1743,-123.383,53.9,1840042033
Wells,NV,41.1132,-114.9535,59.1,1840021335
Aspermont,TX,33.1405,-100.2253,198.7,1840020665
Gosport,IN,39.3507,-86.6665,471.5,1840010654
New Franklin,MO,39.0175,-92.7406,308.1,1840008520
Orlinda,TN,36.5938,-86.7015,61.9,1840014414
Thatcher,UT,41.6815,-112.3201,34.1,1840024109
Pelion,SC,33.775,-81.2502,110.7,1840016730
McConnellsburg,PA,39.932,-77.9958,1025.7,1840001498
Harvard,NE,40.6201,-98.0961,632.6,1840007216
Griswold,IA,41.2343,-95.1394,669.5,1840007126
Shelter Island Heights,NY,41.0661,-72.3493,75.5,1840005095
Aurora,OR,45.2284,-122.7573,841,1840018578
Suffield,OH,41.0204,-81.3471,150.5,1840094530
Knippa,TX,29.3076,-99.6329,79.6,1840022576
Slaughter,LA,30.7219,-91.1393,74.5,1840018213
Maury,NC,35.4792,-77.5902,386.9,1840025813
Algonquin,MD,38.5843,-76.0965,542.3,1840031443
Bird Island,MN,44.7648,-94.8949,278.2,1840006773
Drain,OR,43.6623,-123.3143,643.4,1840018640
Hato Viejo,PR,18.3605,-66.4813,211.3,1630126393
Island City,OR,45.3358,-118.0492,413.6,1840018544
Mexico Beach,FL,29.948,-85.4156,178.8,1840015033
Sudan,TX,34.0665,-102.5243,397.9,1840021917
New Vienna,OH,39.3255,-83.6941,507.3,1840012623
Pisgah,AL,34.6844,-85.846,84.7,1840016529
Stronghurst,IL,40.7463,-90.9094,465.6,1840011797
Lansing,IA,43.3602,-91.2256,377.1,1840007978
Woodville,AL,34.6256,-86.2792,61.4,1840016527
Monongah,WV,39.4598,-80.2185,832.3,1840005736
Thompson,ND,47.7752,-97.1054,868.8,1840001891
Stoneville,NC,36.4653,-79.9064,284,1840016055
New Philadelphia,PA,40.7178,-76.1167,269.9,1840002768
Emory,VA,36.78,-81.828,99.2,1840024856
Cypress Landing,NC,35.4976,-77.055,172.4,1840152414
Charenton,LA,29.8685,-91.5388,81.7,1840014018
Lake Roesiger,WA,47.9837,-121.9128,104.5,1840037853
Sloan,IA,42.2328,-96.2247,701.5,1840009106
Hastings,PA,40.6648,-78.7093,720.9,1840001115
Hughes,AR,34.9483,-90.4707,179.3,1840014621
Osino,NV,40.9409,-115.6607,157.5,1840024119
Brownsville,KY,37.1952,-86.2691,155.2,1840013255
Herald,CA,38.2913,-121.2318,51.5,1840024626
Velva,ND,48.0582,-100.9329,420.6,1840000060
Van Vleck,TX,29.0278,-95.88,55.6,1840019681
South Ashburnham,MA,42.6138,-71.9384,135.7,1840004531
Port Byron,NY,43.0366,-76.6263,444.2,1840004241
Dixon,NM,36.1886,-105.8784,35.1,1840024829
Deans,NJ,40.4037,-74.513,361.4,1840033259
Sand Point,AK,55.3227,-160.4834,50.5,1840023269
Clear Lake,WI,45.2491,-92.2675,155.6,1840002053
Hyde,PA,41.0075,-78.4686,241.1,1840005150
Joseph,OR,45.3525,-117.2304,446.3,1840018537
Scanlon,MN,46.7066,-92.4287,471.4,1840008848
Autaugaville,AL,32.432,-86.6578,51.6,1840015797
Wenona,IL,41.0487,-89.0523,549.4,1840010321
Tyndall,SD,42.9899,-97.8642,256.2,1840003066
Far Hills,NJ,40.6906,-74.6257,83.4,1840003611
Plum Creek,VA,37.1267,-80.5048,260.6,1840037471
Tombstone,AZ,31.7234,-110.0798,43.7,1840022104
McBee,SC,34.467,-80.2571,308,1840016580
Riverdale,VA,36.6764,-78.8943,49.7,1840024814
Florence,MT,46.6345,-114.0813,525.9,1840017382
Chebanse,IL,41.0057,-87.9098,339.5,1840010290
Central City,PA,40.1096,-78.8043,747.4,1840003734
Campbellsburg,KY,38.522,-85.2195,305,1840013188
Caddo,OK,34.1256,-96.2636,238.4,1840022896
Dunnigan,CA,38.8926,-121.9741,77.1,1840024600
Okeene,OK,36.1171,-98.3167,178.1,1840022693
Holgate,OH,41.2493,-84.1292,349.3,1840011605
Burgin,KY,37.7543,-84.7632,320.9,1840013223
Rafael Hernandez,PR,18.4718,-67.0787,1525,1630035490
Boling,TX,29.2584,-95.9436,86.3,1840025142
Talkeetna,AK,62.2994,-149.9601,4.3,1840023375
Colony Park,PA,40.3465,-75.9827,1256.7,1840035457
Carrollton,AL,33.2619,-88.0951,195.6,1840004806
Maywood Park,OR,45.5524,-122.5617,2318.1,1840019940
Cochranton,PA,41.5191,-80.047,335.4,1840000553
Hawesville,KY,37.8962,-86.7561,248.1,1840014332
Greenwood,WI,44.7655,-90.5989,150.5,1840002250
Woodbine,GA,30.9598,-81.7176,158.3,1840015889
Ray City,GA,31.0729,-83.196,351.3,1840014965
Milmay,NJ,39.4433,-74.8668,49,1840081059
Beckemeyer,IL,38.6058,-89.4321,652.2,1840012853
Los Heroes Comunidad,PR,18.3916,-67.1186,570.3,1630143407
Claverack-Red Mills,NY,42.2264,-73.7268,133.5,1840073610
Catahoula,LA,30.2126,-91.7126,131.4,1840026015
Fort Totten,ND,47.9716,-98.9971,46.8,1840003996
Dexter,GA,32.4331,-83.0595,524.2,1840016973
Tyler,MN,44.2785,-96.1359,191.5,1840010019
Arkport,NY,42.3926,-77.6955,578.9,1840004557
Olcott,NY,43.3292,-78.7171,110.8,1840004267
Flint Hill,MO,38.8627,-90.8724,143,1840008568
Shell Ridge,CA,37.906,-122.0345,934,1840076228
Town Creek,AL,34.6718,-87.4063,149.8,1840016591
Franklin Springs,GA,34.284,-83.1459,184.3,1840013608
Thornport,OH,39.921,-82.4272,334,1840026606
Dooms,VA,38.1027,-78.8495,99.8,1840006242
Highlandville,MO,36.9417,-93.2832,81.5,1840007646
Blue Ridge Summit,PA,39.7256,-77.4688,546.3,1840026532
San Felipe,TX,29.7965,-96.1051,48,1840023151
Mi Ranchito Estate,TX,26.3878,-98.8733,290.7,1840041191
Danvers,IL,40.53,-89.1751,499.3,1840011977
Panaca,NV,37.7881,-114.4005,130.3,1840024651
Entiat,WA,47.678,-120.2175,183.9,1840019777
Teviston,CA,35.9289,-119.2783,183.5,1840042314
Delft Colony,CA,36.5137,-119.4465,810,1840024868
Somers,MT,48.0824,-114.2344,135.7,1840018349
Falls Creek,PA,41.1421,-78.8067,429.6,1840000780
Goshen,KY,38.4026,-85.5823,1828.2,1840013193
Ellerslie,GA,32.6341,-84.7978,161,1840048894
Roosevelt,NJ,40.2212,-74.473,206.4,1840001359
Falcon Lake Estates,TX,26.8719,-99.2584,596.8,1840037047
Mammoth Spring,AR,36.4925,-91.5413,310,1840015291
Bidwell,OH,38.9248,-82.2856,262.9,1840094618
Sand Springs,TX,32.2795,-101.3496,155.7,1840025912
La Puebla,NM,35.9882,-106.0005,141,1840017775
Baxter,IA,41.8252,-93.1525,612,1840007071
Loami,IL,39.6748,-89.8473,395,1840012443
Winthrop,IA,42.4708,-91.7375,505.3,1840010097
Vega,TX,35.2453,-102.4294,298.6,1840021755
Fort Gaines,GA,31.6238,-85.0528,83.7,1840013859
Wyanet,IL,41.361,-89.5828,422.2,1840011580
Carrizozo,NM,33.6433,-105.8411,47.8,1840022870
Laverne,OK,36.7053,-99.8968,533.8,1840021621
Garden Grove,FL,28.4716,-82.4349,413.8,1840025147
Sherburn,MN,43.6549,-94.7275,435.1,1840009016
Morningside,MD,38.8266,-76.8897,704.4,1840005988
Randolph,NE,42.3775,-97.3578,381.8,1840009092
Lemont Furnace,PA,39.9103,-79.6628,388.2,1840026570
Grand Coulee,WA,47.9392,-119.0029,317.8,1840019815
Stratford,CA,36.1885,-119.8222,572.7,1840019055
Viola,IL,41.2053,-90.5863,476,1840011683
Harriston,VA,38.212,-78.8283,252.9,1840026752
Grand Rapids,OH,41.4078,-83.868,452.2,1840011549
Penn,PA,40.3293,-79.642,553.1,1840001156
Mountainhome,PA,41.1779,-75.2633,210.5,1840005172
Marianne,PA,41.2441,-79.431,275.2,1840035378
Farwell,MI,43.8363,-84.8677,292,1840010954
Piney Point,MD,38.1483,-76.5201,265.9,1840026744
Penryn,PA,40.2016,-76.3675,211.3,1840024342
Seven Mile,AZ,33.7883,-109.9576,176,1840027934
Cannonsburg,KY,38.3806,-82.7006,228.6,1840026749
Milford,TX,32.1214,-96.9498,161.9,1840023051
Mount Hope,WV,37.8976,-81.1737,252.7,1840006296
Talmage,CA,39.1314,-123.1648,250.4,1840018783
Cayuco,PR,18.2922,-66.7348,576,1630035641
Audubon Park,NJ,39.8969,-75.089,1930.8,1840033220
Shandon,CA,35.6536,-120.3831,135,1840019121
Highfield-Cascade,MD,39.7136,-77.4946,229.8,1840073261
Lakes of the North,MI,44.9361,-84.8845,24,1840138223
Baldwin,MI,43.8971,-85.8531,314.4,1840010948
St. Anne,IL,41.023,-87.7179,478.9,1840011701
Terre Hill,PA,40.1592,-76.0508,874.9,1840003728
Iva,SC,34.3071,-82.6636,388.3,1840016573
Lesage,WV,38.487,-82.293,65.3,1840025662
Wagener,SC,33.6512,-81.3625,296.8,1840016795
Enderlin,ND,46.6215,-97.5956,243.9,1840000225
Allentown,FL,30.7745,-87.0822,13.5,1840025108
La Monte,MO,38.7726,-93.4237,366.2,1840008575
Tornado,WV,38.3369,-81.855,110.8,1840133782
Glandorf,OH,41.0279,-84.0791,242.6,1840011756
Somerset,MD,38.9666,-77.0963,5193.2,1840005859
Americus,KS,38.5066,-96.2615,366.5,1840007470
Big River,CA,34.1393,-114.3604,36.6,1840017798
Mooreland,OK,36.4377,-99.2048,450,1840022645
Buhl,MN,47.4994,-92.7691,120,1840006587
Buckhead Ridge,FL,27.1331,-80.8868,283.1,1840014195
Atkins,VA,36.8659,-81.4045,64,1840006512
Lakeview,MI,43.4434,-85.2738,264.8,1840010990
Wilson,AR,35.5661,-90.043,378.7,1840015367
Clayton,IN,39.6892,-86.5234,610.3,1840009537
Victoria,KS,38.8538,-99.1473,661.7,1840010702
East Gull Lake,MN,46.3948,-94.3548,50.3,1840007720
Shirley,IN,39.891,-85.5799,849.2,1840010567
Spiceland,IN,39.8433,-85.426,272,1840010533
Cinnamon Lake,OH,40.9835,-82.1914,245,1840042970
Calvert Beach,MD,38.4728,-76.4895,481,1840026722
New Preston,CT,41.6813,-73.3523,54.1,1840003259
Chevy Chase Section Three,MD,38.9793,-77.0742,2801.9,1840031469
Bouse,AZ,33.8984,-113.9962,2.9,1840017957
Dubach,LA,32.702,-92.6575,218,1840016967
Little Round Lake,WI,45.9699,-91.3662,44,1840004009
Hopland,CA,38.9691,-123.1173,112.3,1840026596
Dexter,NM,33.1954,-104.3687,542.6,1840021933
White Hall,WV,39.424,-80.1889,376.1,1840005738
Hazel Green,WI,42.5341,-90.4361,310.9,1840002967
Marion,TX,29.5726,-98.143,506.7,1840020944
Bray,OK,34.616,-97.8207,6.4,1840021886
Maben,MS,33.5544,-89.0805,203.7,1840016843
Assumption,IL,39.518,-89.0478,399.3,1840007316
Avery,TX,33.5521,-94.7803,416.3,1840020570
Eden Valley,MN,45.3255,-94.5456,295.5,1840007806
Mission,OR,45.6586,-118.6655,51.9,1840018534
Silverdale,PA,40.3473,-75.2718,955.4,1840001314
Rutledge,PA,39.901,-75.3274,2681.8,1840000710
McLouth,KS,39.1961,-95.2083,685.6,1840008504
Cobden,IL,37.5335,-89.2545,323.8,1840013007
Thomasboro,IL,40.2438,-88.1876,394.9,1840012238
New Knoxville,OH,40.4947,-84.3151,408.1,1840012072
Fostoria,MI,43.2492,-83.372,98.6,1840025431
Wainaku,HI,19.7449,-155.0984,299.1,1840029560
Moravian Falls,NC,36.1073,-81.1807,76.9,1840013339
Farmersville,OH,39.6787,-84.4275,552.1,1840012488
Tallaboa,PR,17.9935,-66.7067,352.7,1630035586
Five Points,FL,30.2225,-82.6465,181.8,1840013954
China,TX,30.0522,-94.3331,296,1840019611
Park City,MT,45.631,-108.9253,250.7,1840018514
Sully,IA,41.578,-92.8468,677.5,1840009223
Chetopa,KS,37.0376,-95.0923,289.3,1840001711
Speers,PA,40.1222,-79.8799,415,1840003665
Adams Center,NY,43.8616,-76.0001,81.2,1840004104
Raymond,IL,39.3198,-89.5745,313.5,1840012641
Kittredge,CO,39.6593,-105.3045,209.2,1840017541
Lake Waukomis,MO,39.2306,-94.6386,1151.5,1840008485
Culebra,PR,18.3105,-65.3029,483.5,1630023691
Lynnville,IN,38.1988,-87.3141,226.3,1840009836
Porcupine,SD,43.2687,-102.3353,41.1,1840004202
Lawton,IA,42.477,-96.1851,547.7,1840008066
Raleigh,MS,32.0322,-89.5247,77.3,1840018131
Old Field,NY,40.9614,-73.1324,190.3,1840005128
Folly Beach,SC,32.6692,-79.95,31.5,1840014255
New Richland,MN,43.8939,-93.4939,666.4,1840007914
Los Olivos,CA,34.664,-120.117,150.5,1840024983
Trappe,MD,38.6634,-76.0518,147.5,1840006092
Crawford,GA,33.8831,-83.1551,337.7,1840014763
Alamo,NV,37.3771,-115.1678,62,1840024649
Barnsdall,OK,36.5595,-96.1383,400,1840018975
St. Ignatius,MT,47.3187,-114.0956,738.1,1840021092
Maurertown,VA,38.9325,-78.4615,182,1840026690
Forrest,IL,40.7511,-88.4096,606.8,1840011786
Pinon,AZ,36.0992,-110.2209,60.6,1840018964
Bass Lake,IN,41.2304,-86.5845,45.1,1840004910
Medley,FL,25.8647,-80.3516,77.3,1840017274
Dieterich,IL,39.0604,-88.3815,287.8,1840012738
Harmony,MN,43.554,-92.0075,352.5,1840006838
Olinda,HI,20.8261,-156.2917,52.4,1840039244
Pierce,CO,40.6411,-104.7701,211.6,1840022399
Camargo,KY,37.997,-83.8926,179.7,1840013214
Florence,TX,30.8408,-97.7921,429.9,1840020874
Colfax,IL,40.5666,-88.616,709.5,1840011975
Washington,KS,39.816,-97.0487,404,1840000724
Springville,VA,37.194,-81.3999,52.6,1840026867
Point,TX,32.9302,-95.869,142.5,1840020722
McCammon,ID,42.6504,-112.1901,176,1840020070
Arlington Heights,OH,39.2154,-84.4556,1175.9,1840003811
Copperton,UT,40.5662,-112.0977,788.6,1840024252
Wheatland,MT,45.958,-111.5781,5.3,1840039764
